answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,fleek_score,selfcheck_nli_score,selfcheck_bert_score,lm_v_lm_score,lbhd_score
"['""Fix You""']",coldplay song i will try to fix you,"([""['"", '""', 'Fix', ' You', '""', ' is', ' the', ' Cold', 'play', ' song', ' with', ' the', ' lyrics', ' ""', 'I', ' will', ' try', ' to', ' fix', ' you', '""', ""']""], [-0.07370959, -0.45093948, -0.00021974841, -5.6815352e-05, -0.0003392767, -0.094494544, -0.20920905, -0.03180636, -4.1273333e-06, -0.00013703208, -0.9566468, -0.018110495, -0.046364915, -0.0026754185, -0.38317743, -0.0003918272, -1.0564331e-05, -0.0006959928, -0.0015962723, -1.2829201e-05, -0.016277289, -0.0005079957], [0.9289414285528287, 0.6370293940303184, 0.9997802757329134, 0.9999431862619615, 0.9996607808478312, 0.909832698659692, 0.8112256311979225, 0.9686941418527026, 0.9999958726752174, 0.9998629773084666, 0.3841789574227094, 0.9820525144704827, 0.9546935166334537, 0.997328157242495, 0.6816919359548496, 0.9996082495542522, 0.9999894357248024, 0.9993042493468081, 0.998405001064992, 0.9999871708812939, 0.9838544702057136, 0.9994921333079695], 'Fix You is the Coldplay song with the lyrics I will try to fix you')","(None, None, None, '[\'""Fix You"" by Coldplay\']')","(None, None, None, '[\'""Fix You"" is the Coldplay song that contains the lyrics ""I will try to fix you""\']')","(None, None, None, '[\'The Coldplay song ""Fix You"" is from their third studio album, X&Y.\']')","(None, None, None, '[\'""Fix You"" is the Coldplay song you are looking for\']')","(None, None, None, '[\'The Coldplay song is ""Fix You""\']')",0,0.13799838792183436,0.7334505125880242,0.0,"{'avg': 0.9328942829995769, 'normalized_product': 0.912712789180287, 'min': 0.3841789574227094, 'concepts': [{'Fix You': {'avg': 0.9997947476142354, 'normalized_product': 0.9997947409145291, 'min': 0.9996607808478312}}, {'Coldplay song': {'avg': 0.9895176639454623, 'normalized_product': 0.9894073285631656, 'min': 0.9686941418527026}}, {'I will try to fix you': {'avg': 0.9518343589618159, 'normalized_product': 0.9441674514589463, 'min': 0.6816919359548496}}]}"
['radians'],points on a sphere or angles in a circle are measured in units called,"([""['"", 'Points', ' on', ' a', ' sphere', ' or', ' angles', ' in', ' a', ' circle', ' are', ' measured', ' in', ' units', ' called', ' radians', ""']""], [-0.0037434294, -0.42422152, -8.625866e-05, -2.939851e-05, -1.60477e-05, -0.001740509, -1.6286107e-05, -7.111979e-05, -5.5265704e-05, -1.5928495e-05, -6.15835e-05, -0.00023357604, -3.7385154e-05, -7.5530326e-05, -8.776276e-06, -0.029014865, -0.011012693], [0.9962635684970685, 0.6542789299860058, 0.9999137450601713, 0.9999706019221319, 0.9999839524287637, 0.998261004807397, 0.9999837140256179, 0.9999288827389523, 0.9999447358231209, 0.9999840716318578, 0.9999384183962248, 0.9997664512367594, 0.9999626155448161, 0.9999244725263433, 0.9999912237625114, 0.9714020244681861, 0.9890477247129247], 'Points on a sphere or angles in a circle are measured in units called radians')","(None, None, None, ""['Points on a sphere or angles in a circle are measured in units called radians']"")","(None, None, None, ""['points on a sphere or angles in a circle are measured in units called radians']"")","(None, None, None, ""['points on a sphere or angles in a circle are measured in units called radians']"")","(None, None, None, ""['points on a sphere or angles in a circle are measured in units called radians']"")","(None, None, None, ""['Points on a sphere or angles in a circle are measured in units called radians']"")",0,0.002130054496228695,0.24986928701400757,0.0,"{'avg': 0.9710257968998289, 'normalized_product': 0.9655620740285523, 'min': 0.6542789299860058, 'concepts': [{'radians': {'avg': 0.9714020244681861, 'normalized_product': 0.9714020244681861, 'min': 0.9714020244681861}}, {'Points on a sphere': {'avg': 0.9135368073492682, 'normalized_product': 0.8993452267940744, 'min': 0.6542789299860058}}, {'angles in a circle': {'avg': 0.9999603510548872, 'normalized_product': 0.9999603507620518, 'min': 0.9999288827389523}}]}"
['a biocidal effect of metals'],the oligodynamic effect is a phenomenon that describes,"([""['"", 'the', ' olig', 'odynamic', ' effect', ' is', ' a', ' phenomenon', ' that', ' describes', ' the', ' toxic', ' effect', ' of', ' small', ' amounts', ' of', ' heavy', ' metals', ' on', ' living', ' organisms', ""']""], [-0.001488316, -0.11018591, -0.62317115, -1.3067608e-05, -1.2664457e-06, -0.012026852, -0.0004099388, -4.4179764e-05, -0.00042698128, -3.8696395e-05, -0.010883219, -0.32314605, -0.2143682, -0.003958244, -0.3871796, -0.019084394, -1.3663626e-05, -0.03102383, -0.008419891, -0.024658335, -0.4767295, -0.42350277, -0.013530177], [0.9985127909930047, 0.8956676062526222, 0.5362412370708758, 0.9999869324773808, 0.9999987335551019, 0.9880451815165082, 0.9995901452134294, 0.9999558212119114, 0.9995731098635341, 0.9999613043536958, 0.989175788968351, 0.7238681257075082, 0.8070511740672108, 0.9960495795219082, 0.6789691411177678, 0.9810965600857606, 0.9999863364673469, 0.9694524707483849, 0.9916154570038745, 0.9756431982222974, 0.6208104358059432, 0.6547493620081891, 0.9865609444189019], 'the oligodynamic effect is a phenomenon that describes the toxic effect of small amounts of heavy metals on living organisms')","(None, None, None, ""['the oligodynamic effect is a phenomenon that describes the toxic effect of small amounts of heavy metals on living organisms']"")","(None, None, None, ""['the inhibitory effect of small amounts of heavy metals on microbial growth']"")","(None, None, None, ""['the bactericidal effect of certain metals like silver and copper even at low concentrations']"")","(None, None, None, ""['the toxic effect of trace amounts of heavy metals on living organisms']"")","(None, None, None, ""['the ability of small amounts of certain metals to exert antimicrobial activity']"")",-1.0,0.3177445070818067,0.6006380170583725,0.5,"{'avg': 0.8848125993769786, 'normalized_product': 0.8691145642602679, 'min': 0.5362412370708758, 'concepts': [{'oligodynamic effect': {'avg': 0.8454089677011195, 'normalized_product': 0.8124275851783244, 'min': 0.5362412370708758}}, {'phenomenon': {'avg': 0.9999558212119114, 'normalized_product': 0.9999558212119114, 'min': 0.9999558212119114}}, {'toxic effect': {'avg': 0.7654596498873596, 'normalized_product': 0.764328869480982, 'min': 0.7238681257075082}}, {'small amounts': {'avg': 0.8300328506017642, 'normalized_product': 0.8161705022573564, 'min': 0.6789691411177678}}, {'heavy metals': {'avg': 0.9805339638761297, 'normalized_product': 0.9804713431940247, 'min': 0.9694524707483849}}, {'living organisms': {'avg': 0.6377798989070662, 'normalized_product': 0.6375541049761715, 'min': 0.6208104358059432}}]}"
['her castle'],where does the white witch live in narnia,"([""['"", 'The', ' White', ' Witch', ' lives', ' in', ' the', ' castle', ' of', ' Cair', ' Par', 'avel', ' in', ' N', 'arn', 'ia', ""']""], [-0.001972054, -0.008073946, -0.00373013, -1.92662e-05, -0.45900592, -0.0001791073, -0.08574682, -1.1710793, -0.020888105, -0.42661837, -1.0280384e-06, -1.6240566e-06, -0.0662877, -0.002987329, -7.89631e-07, -8.299462e-06, -0.002147643], [0.9980298892209007, 0.9919585607572399, 0.9962768182928784, 0.9999807339855921, 0.6319115039723192, 0.9998209087387548, 0.91782657713904, 0.310032142932198, 0.9793285404058799, 0.652712599412253, 0.9999989719621284, 0.9999983759447187, 0.9358615781806267, 0.9970171286273725, 0.9999992103693117, 0.9999917005724405, 0.9978546615351596], 'The White Witch lives in the castle of Cair Paravel in Narnia')","(None, None, None, ""['The White Witch, also known as Jadis, lives in the land of Narnia']"")","(None, None, None, '[\'The White Witch in Narnia lives in a fortress called the ""Castle of Cair Paravel""\']')","(None, None, None, ""['The White Witch lives in Narnia in her icy castle called the Stone Table']"")","(None, None, None, ""['The White Witch lives in the castle of Jadis, which is located in the land of Narnia']"")","(None, None, None, '[\'The White Witch lives in the fortress of her castle called ""The House of the White Witch"" in Narnia\']')",1,0.7503853917645756,0.5587809026241303,1.0,"{'avg': 0.8866353173252858, 'normalized_product': 0.8518730555397721, 'min': 0.310032142932198, 'concepts': [{'White Witch': {'avg': 0.9981287761392352, 'normalized_product': 0.9981270580488953, 'min': 0.9962768182928784}}, {'castle of Cair Paravel': {'avg': 0.7884141261314356, 'normalized_product': 0.7234544552937633, 'min': 0.310032142932198}}, {'Narnia': {'avg': 0.9990026798563748, 'normalized_product': 0.9990016926097148, 'min': 0.9970171286273725}}]}"
"['111 straight wins', '111', '90']",how many games in a row have the uconn women's basketball team won,"([""['"", 'The', ' U', 'Conn', ' women', ""'s"", ' basketball', ' team', ' won', ' ', '111', ' games', ' in', ' a', ' row', ""']""], [-0.0002938711, -0.0062825945, -5.0139948e-05, -0.00016718694, -0.033406034, -0.6734068, -1.504853e-06, -2.451116e-05, -0.74045235, -0.062418785, -0.14441119, -0.07407993, -6.511407e-06, -7.1954215e-05, -3.888926e-06, -0.36331302], [0.9997061720758822, 0.993737099731618, 0.9999498613089862, 0.9998328270349577, 0.9671457857826838, 0.5099682551525373, 0.9999984951481323, 0.999975489140396, 0.47689814184763835, 0.9394893603435822, 0.8655317768669933, 0.9285974680792706, 0.9999934886141991, 0.9999280483736425, 0.9999961110815618, 0.695368735107434], ""The UConn women's basketball team won 111 games in a row"")","(None, None, None, ""['The UConn women's basketball team holds the NCAA record with a 111-game winning streak']"")","(None, None, None, ""['The UConn women's basketball team has won 90 games in a row.']"")","(None, None, None, ""['The UConn women's basketball team won 111 games in a row']"")","(None, None, None, ""['The UConn women's basketball team won 111 games in a row']"")","(None, None, None, ""['The UConn women’s basketball team has won 111 games in a row']"")",0,0.20024007666506805,0.29493376016616824,1.0,"{'avg': 0.9057887291790142, 'normalized_product': 0.8834566111286853, 'min': 0.47689814184763835, 'concepts': [{'won 111 games in a row': {'avg': 0.887204913600984, 'normalized_product': 0.864226269467164, 'min': 0.47689814184763835}}]}"
"['commercial at', 'at symbol', 'at sign']",is there a name for the at symbol,"([""['"", 'The', ' at', ' symbol', ' (@', ')', ' is', ' also', ' known', ' as', ' the', ' ""', 'commercial', ' at', '""', ' or', ' ""', 'at', ' sign', '""', ""']""], [-0.0017887057, -0.036481358, -0.36680913, -7.2907846e-05, -0.48341602, -7.58424e-06, -0.0029361024, -0.31383044, -0.14567466, -0.00014919086, -0.006223952, -0.21284145, -0.06824897, -0.0013208347, -0.06917895, -0.2655191, -0.552182, -0.20994721, -0.25115505, -0.05230149, -0.0016933886], [0.9982128930806492, 0.9641760678990455, 0.692941894242142, 0.9999270948117124, 0.6166732216078618, 0.9999924157887603, 0.9970682037332047, 0.730642905467861, 0.864438893990625, 0.9998508202684029, 0.9937953766682249, 0.8082842805303369, 0.9340278997002674, 0.9986800372182235, 0.9331596762119185, 0.7668077967168423, 0.575692278360609, 0.8106270378420134, 0.7779017485417882, 0.9490426968236924, 0.9983080443735008], 'The at symbol (@) is also known as the commercial at or at sign')","(None, None, None, '[\'The at symbol is formally known as ""the commercial at""\']')","(None, None, None, '[\'The at symbol (@) is commonly referred to as ""the at sign"" or ""commercial at""\']')","(None, None, None, '[\'The at symbol (@) is also known as the ""at sign"" or ""commercial at.""\']')","(None, None, None, '[\'The at symbol (@) is called the ""commercial at"" symbol\']')","(None, None, None, '[\'The at symbol (@) is also known as the ""commercial at"" or ""at sign.""\']')",0,0.006923135597025976,0.45923606157302854,0.0,"{'avg': 0.8737090309649459, 'normalized_product': 0.8612747847859117, 'min': 0.575692278360609, 'concepts': [{'commercial at': {'avg': 0.9552892043768031, 'normalized_product': 0.954803627881645, 'min': 0.9331596762119185}}, {'at sign': {'avg': 0.8458571610691646, 'normalized_product': 0.8427081513673905, 'min': 0.7779017485417882}}]}"
"['Inner Circle', 'Jamaican reggae band Inner Circle']",who sings the theme song for the tv show cops,"([""['"", 'The', ' theme', ' song', ' for', ' the', ' TV', ' show', ' C', 'ops', ' is', ' sung', ' by', ' Inner', ' Circle', ""']""], [-0.0013738034, -0.2252672, -0.07594184, -2.7610455e-05, -0.009844626, -2.1411865e-05, -0.0022815766, -4.692145e-05, -0.36099023, -0.043380737, -0.0032445008, -0.3401378, -1.50940705e-05, -0.017543955, -6.2729996e-06, -0.022995157], [0.9986271398359012, 0.798302883728554, 0.9268701117575037, 0.9999723899261651, 0.990203673703092, 0.9999785883642324, 0.9977210242175267, 0.999953079650794, 0.6969858079849521, 0.9575467471790352, 0.9967607569049742, 0.7116722475696691, 0.999984906043415, 0.9826090441353033, 0.9999937270200753, 0.9772672166669467], 'The theme song for the TV show Cops is sung by Inner Circle')","(None, None, None, ""['The reggae band Inner Circle sings the theme song for the TV show Cops']"")","(None, None, None, ""['The theme song for the TV show Cops is performed by Inner Circle']"")","(None, None, None, '[\'The theme song for the TV show ""Cops"" is sung by Inner Circle\']')","(None, None, None, '[\'The theme song for the TV show Cops is ""Bad Boys"" performed by Inner Circle\']')","(None, None, None, ""['The theme song for the TV show Cops is sung by Inner Circle']"")",0,0.0008210857689846307,0.2549249410629273,0.0,"{'avg': 0.9327539277275211, 'normalized_product': 0.9258402684904848, 'min': 0.6969858079849521, 'concepts': [{'theme song': {'avg': 0.9634212508418344, 'normalized_product': 0.9627276462246644, 'min': 0.9268701117575037}}, {'TV show Cops': {'avg': 0.9130516647580771, 'normalized_product': 0.9033232047777634, 'min': 0.6969858079849521}}, {'sung by Inner Circle': {'avg': 0.9235649811921156, 'normalized_product': 0.914456133066654, 'min': 0.7116722475696691}}]}"
['1997'],when was corporal punishment banned in south africa,"([""['"", 'Cor', 'por', 'al', ' punishment', ' was', ' banned', ' in', ' South', ' Africa', ' in', ' ', '199', '6', ""']""], [-0.001663397, -0.0017336098, -9.729906e-06, -7.89631e-07, -0.00013667447, -0.0036042249, -0.0038386676, -1.6240566e-06, -0.019228233, -0.00043758305, -0.04115719, -0.16111317, -0.0017418164, -0.2405819, -0.05971611], [0.998337985678036, 0.9982678920334795, 0.9999902701413353, 0.9999992103693117, 0.9998633348695298, 0.9964022625221817, 0.996168690666148, 0.9999983759447187, 0.9809554502864439, 0.9995625126754997, 0.9596782662643043, 0.8511957358346982, 0.9982596996818125, 0.7861702554674602, 0.9420319290713445], 'Corporal punishment was banned in South Africa in 1996')","(None, None, None, ""['Corporal punishment was banned in South Africa in schools in 1996 and in the home in 2007']"")","(None, None, None, ""['Corporal punishment was banned in South Africa in 1996']"")","(None, None, None, ""['Corporal punishment was banned in South Africa in 1996']"")","(None, None, None, ""['Corporal punishment was banned in South Africa in 2020']"")","(None, None, None, ""['Corporal punishment was banned in South Africa in 1996']"")",0,0.20939311888068915,0.4345321178436279,0.0,"{'avg': 0.9638761317343505, 'normalized_product': 0.9613033115373972, 'min': 0.7861702554674602, 'concepts': [{'Corporal punishment': {'avg': 0.999530176853414, 'normalized_product': 0.9995299095753934, 'min': 0.9982678920334795}}, {'banned': {'avg': 0.996168690666148, 'normalized_product': 0.996168690666148, 'min': 0.996168690666148}}, {'South Africa': {'avg': 0.9902589814809718, 'normalized_product': 0.9902152769529685, 'min': 0.9809554502864439}}, {'1996': {'avg': 0.8922149775746364, 'normalized_product': 0.8858905593366038, 'min': 0.7861702554674602}}]}"
['Gwendoline Christie'],who plays captain phasma in star wars the force awakens,"([""['"", 'G', 'wend', 'oline', ' Christie', ' plays', ' Captain', ' Ph', 'asma', ' in', ' Star', ' Wars', ':', ' The', ' Force', ' Aw', 'akens', ""']""], [-0.0032933285, -0.014611551, -4.3202e-07, -1.2664457e-06, -1.735894e-05, -0.0016038904, -0.0008434569, -6.704273e-07, -5.6769813e-06, -1.7120534e-05, -0.0032360596, -2.2603901e-05, -0.00022558939, -2.9040899e-05, -2.4584822e-06, -4.3202e-07, -5.3193703e-06, -0.00042388198], [0.9967120885579557, 0.9854946796835776, 0.9999995679800934, 0.9999987335551019, 0.9999826412106655, 0.9983973951448247, 0.9991568987097835, 0.9999993295729247, 0.9999943230348141, 0.9999828796125555, 0.996769170797387, 0.9999773963544663, 0.9997744360533731, 0.9999709595226828, 0.9999975415208221, 0.9999995679800934, 0.9999946806438478, 0.9995762078452742], 'Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens')","(None, None, None, ""['Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['Gwendoline Christie plays the role of Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['Gwendoline Christie plays Captain Phasma in Star Wars: The Force Awakens']"")",0,0.0018305603181943298,0.24795947074890134,0.0,"{'avg': 0.9987181375860634, 'normalized_product': 0.9987118973603792, 'min': 0.9854946796835776, 'concepts': [{'Captain Phasma': {'avg': 0.9997168504391741, 'normalized_product': 0.9997167720137544, 'min': 0.9991568987097835}}, {'Gwendoline Christie': {'avg': 0.9963689056073596, 'normalized_product': 0.9963490289598743, 'min': 0.9854946796835776}}, {'Star Wars: The Force Awakens': {'avg': 0.9994976789818104, 'normalized_product': 0.9994970545676916, 'min': 0.996769170797387}}]}"
"['Wendy Fraser', 'Patrick Swayze']",who sings she's like the wind lyrics,"([""['"", 'Patrick', ' S', 'way', 'ze', ' sings', ' ""', 'She', ""'s"", ' Like', ' the', ' Wind', '""', ' lyrics', ""']""], [-0.006594933, -0.16597046, -6.253713e-05, -5.5122365e-07, -2.4749568e-05, -0.054476526, -0.44880527, -0.00032879043, -0.0032036158, -0.0012827336, -0.008781791, -1.0564331e-05, -0.0005430233, -0.023275532, -0.0014614273], [0.9934267658436269, 0.8470712563047325, 0.9999374648254056, 0.9999994487765019, 0.999975250738268, 0.9469807380227646, 0.6383904003534058, 0.9996712636156501, 0.9968015103016159, 0.9987180887510876, 0.9912566562988885, 0.9999894357248024, 0.9994571241104685, 0.9769932537790407, 0.9985396400648545], ""Patrick Swayze sings She's Like the Wind lyrics"")","(None, None, None, ""['She's Like the Wind lyrics are sung by Patrick Swayze']"")","(None, None, None, '[\'Patrick Swayze is the singer of ""She\'s Like the Wind"" lyrics\']')","(None, None, None, '[\'Patrick Swayze sings ""She\'s Like the Wind"" lyrics\']')","(None, None, None, '[\'Patrick Swayze sings ""She\'s Like the Wind"" lyrics\']')","(None, None, None, '[\'Patrick Swayze sings ""She\'s Like the Wind"" lyrics\']')",0,0.002479871368268505,0.4688910782337189,0.0,"{'avg': 0.953480145507895, 'normalized_product': 0.947084816459911, 'min': 0.6383904003534058, 'concepts': [{'Patrick Swayze': {'avg': 0.961745855161227, 'normalized_product': 0.9593353534252654, 'min': 0.8470712563047325}}, {""She's Like the Wind lyrics"": {'avg': 0.9946981903687934, 'normalized_product': 0.9946676888754918, 'min': 0.9769932537790407}}]}"
['19 July 1990'],when did marathon change its name to snickers,"([""['"", 'Mar', 'athon', ' changed', ' its', ' name', ' to', ' Sn', 'ickers', ' in', ' ', '199', '0', ""']""], [-0.0016206687, -0.024446175, -6.0391463e-05, -0.0021834497, -1.7478143e-05, -1.7120534e-05, -1.504853e-06, -3.059055e-05, -3.888926e-06, -0.00011892046, -0.0046807495, -0.00039552248, -9.877504e-05, -0.04026823], [0.9983806438743391, 0.9758502126425455, 0.9999396103605277, 0.9978189322923273, 0.9999825220097418, 0.9999828796125555, 0.9999984951481323, 0.9999694099178861, 0.9999961110815618, 0.9998810866107576, 0.9953301881358418, 0.9996045557287047, 0.9999012298380936, 0.9605317611610881], 'Marathon changed its name to Snickers in 1990')","(None, None, None, ""['Marathon changed its name to Snickers in 1990']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1990']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1990']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1990']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1990']"")",0,0.0007874802686274052,0.34100860357284546,0.0,"{'avg': 0.9973546027815563, 'normalized_product': 0.9973323506298305, 'min': 0.9758502126425455, 'concepts': [{'Marathon': {'avg': 0.9878949115015365, 'normalized_product': 0.9878214825564511, 'min': 0.9758502126425455}}, {'changed its name': {'avg': 0.9992614446382082, 'normalized_product': 0.9992609237924643, 'min': 0.9978189322923273}}, {'Snickers': {'avg': 0.999982760499724, 'normalized_product': 0.9999827604106034, 'min': 0.9999694099178861}}, {'in 1990': {'avg': 0.9986792650783494, 'normalized_product': 0.9986773835591146, 'min': 0.9953301881358418}}]}"
['Bartolomeu Dias'],who captained the first european ship to sail around the tip of africa,"([""['"", 'B', 'art', 'ol', 'ome', 'u', ' Dias', ' capt', 'ained', ' the', ' first', ' European', ' ship', ' to', ' sail', ' around', ' the', ' tip', ' of', ' Africa', ""']""], [-0.004202344, -0.13363063, -2.5941605e-05, -0.0003211614, 0.0, -2.677603e-05, -6.6947665e-05, -0.0064660753, -9.133887e-06, -6.2729996e-06, -5.080963e-06, -7.9940866e-05, -5.4385737e-06, -4.8828708e-05, -6.749814e-06, -1.1041146e-05, -1.9027791e-05, -5.967624e-05, -1.504853e-06, -1.6166903e-05, -0.031099293], [0.995806473491845, 0.8749131716048396, 0.9999740587314805, 0.9996788901668019, 1.0, 0.9999732243284747, 0.999933054575945, 0.9935547847797276, 0.9999908661547138, 0.9999937270200753, 0.9999949190499081, 0.9999200623291858, 0.999994561441089, 0.9999511724841019, 0.9999932502087799, 0.9999889589149532, 0.9999809723900273, 0.9999403255405914, 0.9999984951481323, 0.9999838332276837, 0.9693793157168685], 'Bartolomeu Dias captained the first European ship to sail around the tip of Africa')","(None, None, None, ""['Bartolomeu Dias captained the first European ship to sail around the tip of Africa']"")","(None, None, None, ""['Bartolomeu Dias captained the first European ship to sail around the tip of Africa']"")","(None, None, None, ""['Bartolomeu Dias captained the first European ship to sail around the tip of Africa']"")","(None, None, None, ""['Portuguese explorer Bartolomeu Dias captained the first European ship to sail around the tip of Africa']"")","(None, None, None, ""['The first European ship to sail around the tip of Africa was captained by Bartolomeu Dias']"")",0,0.001049779198365286,0.26651155948638916,0.5,"{'avg': 0.9926535889486909, 'normalized_product': 0.9922082850329532, 'min': 0.8749131716048396, 'concepts': [{'Bartolomeu Dias': {'avg': 0.9790787332345903, 'normalized_product': 0.9779025629624722, 'min': 0.8749131716048396}}, {'first European ship': {'avg': 0.9999698476067277, 'normalized_product': 0.9999698469870446, 'min': 0.9999200623291858}}, {'sail around': {'avg': 0.9999911045618666, 'normalized_product': 0.9999911045595646, 'min': 0.9999889589149532}}, {'tip of Africa': {'avg': 0.9999742179721358, 'normalized_product': 0.9999742176670368, 'min': 0.9999403255405914}}]}"
['Zhu Di'],who ordered the forbidden city to be built,"([""['"", 'The', ' Forbidden', ' City', ' was', ' ordered', ' to', ' be', ' built', ' by', ' Emperor', ' Yong', 'le', ' of', ' the', ' Ming', ' Dynasty', ""']""], [-0.0005414773, -0.5542768, -0.089419864, -3.9530823e-05, -0.047424804, -5.145119e-05, -2.5107178e-05, -7.862962e-05, -1.640531e-05, -2.577686e-06, -0.11464452, -0.049750067, -0.0028416105, -0.016292537, -0.00033248574, -3.1281633e-07, -0.010625412, -0.02598209], [0.9994586692723768, 0.5744875804170618, 0.9144615434783965, 0.9999604699583327, 0.9536821835218974, 0.9999485501335897, 0.9999748931371826, 0.9999213734712276, 0.9999835948245663, 0.9999974223173222, 0.891683063069542, 0.9514671978369317, 0.9971624230536162, 0.9838394685071251, 0.9996675695272583, 0.9999996871837189, 0.9894308382863147, 0.974352540106473], 'The Forbidden City was ordered to be built by Emperor Yongle of the Ming Dynasty')","(None, None, None, ""['The Forbidden City was ordered to be built by the Yongle Emperor of the Ming Dynasty']"")","(None, None, None, ""['The Forbidden City was ordered to be built by Emperor Yongle of the Ming Dynasty']"")","(None, None, None, ""['Emperor Yongle, the third emperor of the Ming Dynasty, ordered the Forbidden City to be built']"")","(None, None, None, ""['The Forbidden City was ordered to be built by Emperor Yongle of the Ming Dynasty']"")","(None, None, None, ""['The Forbidden City was ordered to be built by Emperor Yongle of the Ming Dynasty']"")",0,0.0013276414130814374,0.20546517372131345,0.0,"{'avg': 0.9534792411702552, 'normalized_product': 0.9461408015300581, 'min': 0.5744875804170618, 'concepts': [{'Forbidden City': {'avg': 0.9572110067183646, 'normalized_product': 0.9562559253544417, 'min': 0.9144615434783965}}, {'Emperor Yongle': {'avg': 0.9467708946533634, 'normalized_product': 0.9457799015906166, 'min': 0.891683063069542}}, {'Ming Dynasty': {'avg': 0.9947152627350169, 'normalized_product': 0.9947012258845565, 'min': 0.9894308382863147}}]}"
