answer,prompt,llm_answer,llm_answer__1,llm_answer__2,llm_answer__3,llm_answer__4,llm_answer__5,selfcheck_nli_score,selfcheck_bert_score,fleek_score,lm_v_lm_score,lbhd_score
['in Santa Monica'],where does route 66 start on the west coast,"(["" ['"", 'Route', ' ', '6', '6', ' starts', ' on', ' the', ' west', ' coast', ' in', ' Santa', ' Mon', 'ica', ',', ' California', ""']"", '</', 's', '>'], array([-0.70143645, -0.7409323 , -0.69330467, -0.69316268, -0.6931597 ,
       -0.72508491, -0.94926877, -0.69546156, -0.92112417, -0.69334425,
       -1.31243056, -0.79118324, -0.69380591, -0.69316327, -0.70714546,
       -0.69555333, -0.7019674 , -0.69350082, -0.69335856, -0.69346743]), [0.4958724975, 0.4766693115, 0.499921262265, 0.499992251396, 0.4999937415125, 0.4842834475, 0.387023925, 0.49884414675, 0.39807128999999997, 0.49990147352, 0.26916503999999997, 0.453308105, 0.49967074395, 0.499991953373, 0.4930496215, 0.49879837035, 0.4956092835, 0.499823212625, 0.499894320965, 0.499839901925], 'Route 66 starts on the west coast in Santa Monica, California')","(None, None, None, ""['Route 66 starts on the West Coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in Santa Monica, California']"")","(None, None, None, ""['Route 66 starts on the west coast in SantaMonica, California']"")",0.0011560333310626446,0.2871834516525269,0,0.0,"{'avg': 0.4613351737300357, 'normalized_product': 0.4556324975214003, 'min': 0.26916503999999997, 'concepts': [{'Route 66': {'avg': 0.49219477175916665, 'normalized_product': 0.4920710213264789, 'min': 0.4766693115}}, {'starts': {'avg': 0.4842834475, 'normalized_product': 0.4842834475, 'min': 0.4842834475}}, {'west coast': {'avg': 0.44898638175999994, 'normalized_product': 0.44609015281331554, 'min': 0.39807128999999997}}, {'Santa Monica': {'avg': 0.48650510595575, 'normalized_product': 0.48610799363101975, 'min': 0.453308105}}, {'California': {'avg': 0.49879837035, 'normalized_product': 0.49879837034999996, 'min': 0.49879837035}}]}"
['Meri'],who is the first wife on sister wives,"(["" ['"", 'K', 'ody', ' Brown', ' is', ' the', ' first', ' husband', ' on', ' Sister', ' W', 'ives', ""']"", '</', 's', '>'], array([-0.7045415 , -0.9555969 , -1.24238004, -0.75885826, -1.17652104,
       -0.70570742, -0.87380995, -1.01022857, -0.90530395, -1.11734127,
       -0.69544627, -0.69314945, -0.73213599, -0.69388655, -0.69335093,
       -0.6935447 ]), [0.4943351745, 0.38458252, 0.28869628999999997, 0.468200685, 0.30834961, 0.4937591555, 0.4173584, 0.36413574000000004, 0.404418945, 0.32714844, 0.4988517761, 0.49999886751175, 0.4808807375, 0.4996304512, 0.49989813566, 0.499801278115], 'Kody Brown is the first husband on Sister Wives')","(None, None, None, ""['Kate is the first wife on Sister Wives']"")","(None, None, None, ""['the first wife on Sister Wives is Kody Brown']"")","(None, None, None, ""['Meri Doss is the first wife on sister wives']"")","(None, None, None, ""['Kody Brown is the first husband on Sister Wives']"")","(None, None, None, '[\'Janelle Brown is the first wife on ""Sister Wives""]')",0.7948516007629223,0.4752437710762024,0,0.0,"{'avg': 0.4050454935556136, 'normalized_product': 0.39799974304355135, 'min': 0.28869628999999997, 'concepts': [{'Kody Brown': {'avg': 0.380493165, 'normalized_product': 0.3732108514909164, 'min': 0.28869628999999997}}, {'first husband': {'avg': 0.39074707000000003, 'normalized_product': 0.3898398515149728, 'min': 0.36413574000000004}}, {'Sister Wives': {'avg': 0.44199969453724997, 'normalized_product': 0.4337389918902236, 'min': 0.32714844}}]}"
['2013'],when did houston go to the american league,"(["" ['"", 'H', 'ou', 'ston', ' went', ' to', ' the', ' American', ' League', ' in', ' ', '1', '9', '6', '5', ""']"", '</', 's', '>'], array([-0.70251403, -0.73197735, -0.69318092, -0.69316113, -1.53898131,
       -0.69355114, -0.69353946, -0.69558775, -0.71681683, -0.79205881,
       -0.70387807, -1.2078867 , -0.69356545, -0.79051025, -2.35161936,
       -0.72868328, -0.69347744, -0.69330503, -0.69353755]), [0.49533844, 0.480957031, 0.499983131885, 0.4999930262565, 0.2145996, 0.499798059465, 0.49980390072, 0.4987812042, 0.488304138, 0.452911377, 0.4946632385, 0.298828125, 0.4997909069, 0.45361328, 0.09521485000000002, 0.482543945, 0.499834895135, 0.49992108345, 0.4998048544], 'Houston went to the American League in 1965')","(None, None, None, ""['Houston went to the American League in 1965']"")","(None, None, None, ""['Houston baseball team went to the American League in 2013']"")","(None, None, None, ""['Houston joined the American League in 1965']"")","(None, None, None, ""['The Astros moved from the National League to the American League in 2013']"")","(None, None, None, ""['Houston went to the American League in 2005']"")",0.5964408274739981,0.4235838055610657,0,0.0,"{'avg': 0.42694584778046435, 'normalized_product': 0.39522178872244, 'min': 0.09521485000000002, 'concepts': [{'Houston': {'avg': 0.4936443963805, 'normalized_product': 0.4935621634172521, 'min': 0.480957031}}, {'American League': {'avg': 0.4935426711, 'normalized_product': 0.4935148690439661, 'min': 0.488304138}}, {'1965': {'avg': 0.336861790475, 'normalized_product': 0.2834001443197252, 'min': 0.09521485000000002}}]}"
"['January 2, 1971', '1970']",when did they stop cigarette advertising on television,"(["" ['"", 'C', 'ig', 'arette', ' advertising', ' on', ' television', ' stopped', ' in', ' the', ' United', ' States', ' in', ' ', '1', '9', '9', '7', ""']"", '</', 's', '>'], array([-0.70262956,         nan, -0.69374054, -0.69421396, -0.69859412,
       -1.25771907, -0.70633341, -1.42817483, -0.77436041, -1.45396277,
       -1.24831732, -0.69423114, -0.90590781, -0.78060255, -0.69884346,
       -0.6931709 , -0.72324339, -1.45815127, -0.79340734, -0.69365753,
       -0.69334425, -0.69352491]), [0.4952812195, -0.30273439999999996, 0.4997034073, 0.49946689605, 0.4972839355, 0.28430175999999996, 0.493450165, 0.23974610000000002, 0.460998535, 0.23364258, 0.2869873, 0.499458313, 0.404174805, 0.458129883, 0.497159958, 0.4999881386755, 0.4851760865, 0.232666015, 0.452301025, 0.49974489212, 0.49990147352, 0.499811172485], 'Cigarette advertising on television stopped in the United States in 1997')","(None, None, None, ""['Cigarette advertising on television stopped in 1997 in the United States']"")","(None, None, None, ""['Cigarette advertising was banned on television in the United States in 1997 under the Tobacco Master Settlement Agreement']"")","(None, None, None, ""['In 1997, cigarette advertising was stopped on television in the US']"")","(None, None, None, ""['The United States stopped cigarette advertising on television in the 1990s']"")","(None, None, None, ""['Cigarette advertising on television stopped in the United States in 1998']"")",0.29833260173909365,0.35723123550415037,0,1.0,"{'avg': 0.35390752029000005, 'normalized_product': 0.004081438031511905, 'min': -0.30273439999999996, 'concepts': [{'Cigarette advertising': {'avg': 0.2984299597125, 'normalized_product': 1.87696365183443e-08, 'min': -0.30273439999999996}}, {'on television': {'avg': 0.3888759625, 'normalized_product': 0.37455139885173355, 'min': 0.28430175999999996}}, {'stopped': {'avg': 0.23974610000000002, 'normalized_product': 0.23974610000000005, 'min': 0.23974610000000002}}, {'in the United States': {'avg': 0.37027168200000005, 'normalized_product': 0.3524953284283649, 'min': 0.23364258}}, {'in 1997': {'avg': 0.4154613495, 'normalized_product': 0.4011781468663762, 'min': 0.232666015}}]}"
"['""Fix You""']",coldplay song i will try to fix you,"(["" ['"", 'C', 'old', 'play', ' song', ' ""', 'I', ' Will', ' Try', ' to', ' Fix', ' You', '""', ""']"", '</', 's', '>'], array([-0.75463048, -2.7119641 , -0.6933613 , -0.69416909, -1.01224199,
       -1.09083015, -0.9229658 , -0.71427332, -0.70742403, -0.70844611,
       -0.69743263, -0.69321919, -1.07211112, -0.76960542, -0.6960123 ,
       -0.69337227, -0.6936685 ]), [0.470184326, 0.06640625, 0.49989295006, 0.4994893074, 0.36340332, 0.3359375, 0.397338865, 0.48954772950000003, 0.4929122925, 0.4924087525, 0.4978618622, 0.499963998795, 0.34228515000000004, 0.4631958, 0.4985694885, 0.49988746643, 0.4997394085], 'Coldplay song I Will Try to Fix You')","(None, None, None, '[\'""I Will Try to Fix You"" by Coldplay\']')","(None, None, None, '[\'""Fix You"" by Coldplay\']')","(None, None, None, '[\'Coldplay song is ""Crazy Stupid Love""]')","(None, None, None, '[\'Coldplay song ""I Will Try to Fix You""\']')","(None, None, None, '[\'Coldplay song ""I Will Try to Fix You""](\' is the answer.')",0.24274391772923992,0.5912786006927491,0,0.0,"{'avg': 0.41478733149625, 'normalized_product': 0.3766132172713146, 'min': 0.06640625, 'concepts': [{'Coldplay': {'avg': 0.35526283582, 'normalized_product': 0.25499836035152557, 'min': 0.06640625}}, {'song ': {'avg': 0.34967041, 'normalized_product': 0.3494006336750121, 'min': 0.3359375}}, {'I Will Try to Fix You': {'avg': 0.4589026643564286, 'normalized_product': 0.4547616971781949, 'min': 0.34228515000000004}}]}"
['radians'],points on a sphere or angles in a circle are measured in units called,"(["" ['"", 'deg', 'rees', ""']"", '</', 's', '>'], array([-0.70152107, -2.08531814, -0.69323993, -0.93486426, -0.69791163,
       -0.6938708 , -0.69406504]), [0.495830536, 0.12426757999999999, 0.499953627585, 0.39263916, 0.4976234435, 0.499638319015, 0.49954128265], 'degrees')","(None, None, None, ""['radians or degrees']"")","(None, None, None, ""['points on a sphere or angles in a circle are measured in units called radians']"")","(None, None, None, ""['degrees or radians']"")","(None, None, None, ""['degrees']"")","(None, None, None, ""['angles or degrees']"")",0.2670244033448398,1.3410839021205903,0,1.0,"{'avg': 0.3121106037925, 'normalized_product': 0.24925494460934805, 'min': 0.12426757999999999, 'concepts': [{'degrees': {'avg': 0.3121106037925, 'normalized_product': 0.24925494460934805, 'min': 0.12426757999999999}}]}"
['a biocidal effect of metals'],the oligodynamic effect is a phenomenon that describes,"(["" ['"", 'the', ' o', 'lig', 'od', 'ynamic', ' effect', ' is', ' a', ' phenomenon', ' that', ' describes', ' the', ' rapid', ' cooling', ' of', ' the', ' Earth', '’', 's', ' interior', ' due', ' to', ' the', ' release', ' of', ' heat', ' from', ' the', ' core', ""']"", '</', 's', '>'], array([-0.70094807, -0.76664499, -1.96862709, -0.69327152, -0.69390898,
       -0.69383024, -0.69355329, -0.71036922, -0.69554186, -0.69383454,
       -0.69380686, -0.69328082, -1.30835724,         nan,         nan,
       -1.75815094, -1.93595021, -1.85629799, -1.03569251, -0.69317257,
               nan,         nan, -0.69350773, -1.86729575,         nan,
       -0.6940741 ,         nan, -2.08925514, -1.01560673, -2.25398095,
       -0.95607312, -0.69451664, -0.69332995, -0.69354518]), [0.49611473085, 0.46456909, 0.13964844999999998, 0.499937832355, 0.49961924553, 0.4996585846, 0.49979698658, 0.4914627075, 0.4988040924, 0.49965643883, 0.4996702671, 0.499933183195, 0.27026367, -0.43115234999999996, -0.53125, 0.17236328, 0.1442871, 0.15625, 0.35498047, 0.4999873042105, -0.043945299999999965, -0.29394529999999996, 0.49981975555, 0.154541015, -0.7353515500000001, 0.4995367527, -0.44726560000000004, 0.12377929999999998, 0.36218261500000004, 0.10498046999999999, 0.38439941499999997, 0.4993157387, 0.49990862608, 0.4998010397], 'the oligodynamic effect is a phenomenon that describes the rapid cooling of the Earth’s interior due to the release of heat from the core')","(None, None, None, ""['the oligodynamic effect is a phenomenon that describes the disruption of a flow of material or energy, typically involving a small number of large particles or events, which lead to significant changes in a larger system']"")","(None, None, None, ""['the self-limiting growth of population in an ecosystem due to resource constraints']"")","(None, None, None, ""['the oligodynamic effect is a phenomenon that describes the increased reactivity of elements in the same group of the periodic table']"")","(None, None, None, ""['the influence of foreign nations on the economy of other countries']"")","(None, None, None, ""['the Oligodynamic Effect is a phenomenon that describes increased seismic activity in mountain ranges']"")",0.9886736273765564,0.7284724101424217,1,0.0,"{'avg': 0.20845453782201998, 'normalized_product': 2.9122843950165715e-08, 'min': -0.7353515500000001, 'concepts': [{'oligodynamic effect': {'avg': 0.4277322198129999, 'normalized_product': 0.3872680365868466, 'min': 0.13964844999999998}}, {'rapid cooling': {'avg': -0.481201175, 'normalized_product': 1.0000000000000024e-30, 'min': -0.53125}}, {'release of heat': {'avg': -0.22769346576666671, 'normalized_product': 7.934553304939586e-21, 'min': -0.7353515500000001}}, {'core': {'avg': 0.10498046999999999, 'normalized_product': 0.10498047, 'min': 0.10498046999999999}}]}"
['her castle'],where does the white witch live in narnia,"(["" ['"", 'The', ' White', ' W', 'itch', ' lives', ' in', ' the', ' North', ' P', 'ole', ' in', ' N', 'arn', 'ia', ""']"", '</', 's', '>'], array([-0.70204437, -0.96805315, -0.69616152, -0.6935905 , -0.69324398,
       -0.72953743, -0.71953916, -1.46235738,         nan, -1.54697674,
       -0.6939987 , -1.94615432, -0.77502262, -0.693151  , -0.69315278,
       -0.70112109, -0.69350034, -0.69337978, -0.69358931]), [0.4955711365, 0.37982177500000003, 0.49849510195, 0.49977838993, 0.49995160103, 0.48213195799999997, 0.4869766235, 0.23168945000000002, -0.4370117, 0.212890625, 0.49957442285, 0.142822265, 0.46069336, 0.49999809265135, 0.4999971985817, 0.4960289, 0.49982345104, 0.49988371134, 0.499778985975], 'The White Witch lives in the North Pole in Narnia')","(None, None, None, ""['The White Witch lives in the North Pole in Narnia']"")","(None, None, None, ""['The White Witch lives in the capital of Narnia, named Aslanor']"")","(None, None, None, ""['The White Witch lives in the North of Narnia']"")","(None, None, None, ""['in Narnia, the White Witch lives in her fortress in the country of Aslan']"")","(None, None, None, ""['The White Witch lives in the North Wind's fortress in the North of Narnia']"")",0.45905918409116564,0.43398520946502683,0,1.0,"{'avg': 0.34391019538408074, 'normalized_product': 0.0020186948906558955, 'min': -0.4370117, 'concepts': [{'White Witch': {'avg': 0.49940836430333335, 'normalized_product': 0.4994079415332553, 'min': 0.49849510195}}, {'North Pole': {'avg': 0.09181778261666666, 'normalized_product': 4.737896589010754e-11, 'min': -0.4370117}}, {'Narnia': {'avg': 0.4868962170776833, 'normalized_product': 0.4865370943467011, 'min': 0.46069336}}]}"
"['111 straight wins', '111', '90']",how many games in a row have the uconn women's basketball team won,"(["" ['"", 'The', ' U', 'Conn', ' women', '’', 's', ' basketball', ' team', ' has', ' won', ' ', '1', '1', '1', ' games', ' in', ' a', ' row', ""']"", '</', 's', '>'], array([-0.75547461, -1.78252484, -0.71813013, -0.83325708, -1.10990628,
       -1.17493877, -0.69314945, -0.69330109, -0.69357309, -0.87585944,
       -0.71284056, -0.7576206 , -0.83606963, -0.93114043, -2.38552099,
       -0.78260295, -0.69480413, -0.69402113, -0.6931746 , -0.87132694,
       -0.69407267, -0.69333925, -0.69351942]), [0.4697875975, 0.1682129, 0.487663269, 0.43463134999999997, 0.32958984999999996, 0.30883789, 0.49999886751175, 0.4999230504, 0.49978709221, 0.416503905, 0.490249634, 0.4687805175, 0.433410645, 0.394104005, 0.092041015, 0.457214355, 0.4991722107, 0.49956321715, 0.4999862909315, 0.418395995, 0.49953746795, 0.499903976915, 0.4998139143], 'The UConn women’s basketball team has won 111 games in a row')","(None, None, None, ""['The UConn women\\'s basketball team won 112 games in a row, breaking the record for consecutive wins]"")","(None, None, None, ""['UConn women’s basketball team has won 111 straight games']"")","(None, None, None, ""['The UConn women’s basketball team has won 111 games in a row']"")","(None, None, None, ""['UConn women's basketball team won 45 games in a row']"")","(None, None, None, ""['the UConn women’s basketball team has won 112 games in a row']"")",0.5976858329784591,0.2533573389053345,0,0.0,"{'avg': 0.4157597134002031, 'normalized_product': 0.384446143114141, 'min': 0.092041015, 'concepts': [{'won': {'avg': 0.47951507574999996, 'normalized_product': 0.4793949072849081, 'min': 0.4687805175}}, {'111 games': {'avg': 0.274627685, 'normalized_product': 0.20514013090268401, 'min': 0.092041015}}, {'in': {'avg': 0.4991722107, 'normalized_product': 0.4991722107, 'min': 0.4991722107}}, {'a': {'avg': 0.49956321715, 'normalized_product': 0.49956321715, 'min': 0.49956321715}}, {'row': {'avg': 0.4999862909315, 'normalized_product': 0.4999862909315, 'min': 0.4999862909315}}]}"
"['commercial at', 'at symbol', 'at sign']",is there a name for the at symbol,"(["" ['"", 'Yes', ',', ' the', ' at', ' symbol', ' is', ' commonly', ' known', ' as', ' the', ' ""', 'at', '""', ' symbol', ""']"", '</', 's', '>'], array([-0.72843034, -1.50983123, -0.6948347 , -1.01560673, -2.38287204,
       -0.69514999, -1.5561934 ,         nan, -1.60602574, -0.71655126,
       -1.75815094, -1.82099117, -0.73229465, -1.2189774 , -1.03431794,
       -1.85473665, -0.69385697, -0.69335975, -0.69358668]), [0.482666015, 0.220947265, 0.4991569519, 0.36218261500000004, 0.09228514999999998, 0.49899959565, 0.2109375, -0.20898439999999996, 0.20068360000000002, 0.488433838, 0.17236328, 0.161865235, 0.4808044435, 0.295532225, 0.35546875, 0.15649415, 0.49964523315, 0.49989372492, 0.49978029728], 'Yes, the at symbol is commonly known as the at symbol')","(None, None, None, '[\'The ""@"" symbol is commonly referred to as the ""at symbol""]')","(None, None, None, '[\'Yes, the at symbol (@) has a name - it is called a ""commercial at sign""\']')","(None, None, None, '[\'The at symbol is often mispronounced as ""at"" or ""aat"" (rhyming with ""cat"" or ""hat"").\']')","(None, None, None, '[\'Yes, the at symbol has a name - it is called a ""at mark,"" symbol or ""ampersand""\']')","(None, None, None, '[\'Yes, the at symbol is also known as the ""at sign""\']')",0.058267879229970274,0.6733505398035049,0,0.0,"{'avg': 0.24745781986666668, 'normalized_product': 0.0009036671727523328, 'min': -0.20898439999999996, 'concepts': [{'at symbol': {'avg': 0.3772684728333333, 'normalized_product': 0.36965074095563405, 'min': 0.295532225}}, {'commonly known': {'avg': -0.004150399999999971, 'normalized_product': 4.479772315642843e-16, 'min': -0.20898439999999996}}]}"
"['Inner Circle', 'Jamaican reggae band Inner Circle']",who sings the theme song for the tv show cops,"(["" ['"", 'The', ' theme', ' song', ' for', ' the', ' TV', ' show', ' COP', 'S', ' is', ' performed', ' by', ' Sher', 'iff', ' Wood', 'y', ' G', 'uth', 'rie', ""']"", '</', 's', '>'], array([-0.69917345, -1.46235738, -0.848112  , -0.69400299, -0.69985296,
       -0.88173835, -0.69891252, -0.69388798, -1.61826576, -0.69364703,
       -0.80085692, -1.50212618, -0.69366755,         nan, -1.29891683,
       -1.61212702, -0.69558775,         nan, -0.74590639, -0.69330932,
       -0.83705589, -0.69357953, -0.6933706 , -0.69357571]), [0.496995926, 0.23168945000000002, 0.428222655, 0.49957227707, 0.4966583252, 0.4140625, 0.4971256255, 0.49962973595, 0.19824219999999998, 0.49975013733, 0.44894409, 0.22265625, 0.49973988533, -0.14404295, 0.27282715, 0.1994629, 0.4987812042, -0.05078125, 0.4743042, 0.499918937685, 0.4329834, 0.49978387356, 0.499888300895, 0.4997857809], 'The theme song for the TV show COPS is performed by Sheriff Woody Guthrie')","(None, None, None, ""['Larry Blackmon sings the theme song for the TV show COPS']"")","(None, None, None, ""['The theme song for the TV show Cops is performed by Sam Phillips']"")","(None, None, None, ""['The theme song for the TV show COPS is performed by Sheriff Woody Starnes']"")","(None, None, None, ""['The theme song for the TV show COPS is performed by Alan Thicke']"")","(None, None, None, ""['The Cops theme song is sung by Barry J. Williams']"")",0.998817789554596,0.4441189706325531,1,0.0,"{'avg': 0.35193491175078945, 'normalized_product': 0.0002942833745952888, 'min': -0.14404295, 'concepts': [{'theme song': {'avg': 0.46389746603500004, 'normalized_product': 0.4625236932864208, 'min': 0.428222655}}, {'COPS': {'avg': 0.348996168665, 'normalized_product': 0.3147563608167456, 'min': 0.19824219999999998}}, {'TV show': {'avg': 0.498377680725, 'normalized_product': 0.498376107977242, 'min': 0.4971256255}}, {'Sheriff Woody Guthrie': {'avg': 0.2500671702692857, 'normalized_product': 1.3047179038411869e-09, 'min': -0.14404295}}]}"
['1997'],when was corporal punishment banned in south africa,"(["" ['"", 'Cor', 'por', 'al', ' punishment', ' was', ' banned', ' in', ' South', ' Africa', ' in', ' ', '1', '9', '9', '4', ""']"", '</', 's', '>'], array([-0.70447205, -0.81882722, -0.69336631, -0.69315481, -0.69328678,
       -0.73716208, -0.75339803, -0.69481464, -0.69770467, -0.69402208,
       -1.2886786 , -0.711985  , -0.90802422, -0.69524556, -1.53444097,
               nan, -0.95448658, -0.69347482, -0.69336607, -0.69358501]), [0.494369507, 0.440948485, 0.499890446665, 0.49999618530275, 0.49993020296, 0.4784698485, 0.47076416, 0.4991669655, 0.4977264405, 0.499562740325, 0.275634765, 0.4906692505, 0.40332031, 0.49895191195, 0.21557617, -0.15625, 0.385009765, 0.499836206435, 0.49989056587, 0.49978113175], 'Corporal punishment was banned in South Africa in 1994')","(None, None, None, ""['Corporal punishment was banned in South Africa on 1 May 2011']"")","(None, None, None, ""['Corporal punishment was banned in South Africa on 1 May 2004']"")","(None, None, None, ""['Corporal punishment was partially banned in South Africa on 1 April 2004 and completely banned in 2010. It was banned in schools in 1993]"")","(None, None, None, ""['Corporal punishment was banned in South Africa on 1 May 1994']"")","(None, None, None, ""['Corporal punishment was banned in South Africa in 1994']"")",0.5943003544583917,0.4691698789596558,0,0.0,"{'avg': 0.3935568465194423, 'normalized_product': 0.0022425910723855094, 'min': -0.15625, 'concepts': [{'Corporal punishment': {'avg': 0.4851913299819375, 'normalized_product': 0.48448985716925524, 'min': 0.440948485}}, {'banned': {'avg': 0.47076416, 'normalized_product': 0.47076416, 'min': 0.47076416}}, {'South Africa': {'avg': 0.4986445904125, 'normalized_product': 0.4986437451210915, 'min': 0.4977264405}}, {'1994': {'avg': 0.15421549333333337, 'normalized_product': 4.430134870687461e-11, 'min': -0.15625}}]}"
['Gwendoline Christie'],who plays captain phasma in star wars the force awakens,"(["" ['"", 'Ad', 'am', ' Driver', ' plays', ' Captain', ' Ph', 'asma', ' in', ' Star', ' Wars', ':', ' The', ' Force', ' Aw', 'ak', 'ens', ""']"", '</', 's', '>'], array([-0.69982224, -4.85203026, -0.69465226, -0.69601996, -0.70793494,
       -0.69945748, -0.69323731, -0.69314754, -0.69406504, -0.71834918,
       -0.69337549, -0.75349527, -0.69738665, -0.69328917, -0.69351775,
       -0.69315052, -0.69316065, -0.69449563, -0.69353397, -0.6933129 ,
       -0.69349438]), [0.496673584, 0.0078125, 0.4992480278, 0.49856567385, 0.4926605225, 0.496854782, 0.49995493889, 0.499999821186065, 0.49954128265, 0.4875564575, 0.499885857105, 0.470718384, 0.49788475035, 0.49992901087, 0.499814748765, 0.49999833107, 0.499993264675, 0.4993262291, 0.49980664253, 0.499917149545, 0.499826431275], 'Adam Driver plays Captain Phasma in Star Wars: The Force Awakens')","(None, None, None, ""['Daisy Ridley plays Captain Phasma in Star Wars The Force Awakens']"")","(None, None, None, ""['Daisy Ridley plays Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['Adam Driver plays Captain Phasma in Star Wars the Force Awakens']"")","(None, None, None, ""['Oscar Isaac plays Captain Phasma in Star Wars: The Force Awakens']"")","(None, None, None, ""['John Boyega plays Captain Phasma in Star Wars: The Force Awakens']"")",0.7995218481635675,0.32813831567764284,0,0.0,"{'avg': 0.46565114707569155, 'normalized_product': 0.38274288175832916, 'min': 0.0078125, 'concepts': [{'Adam Driver': {'avg': 0.33520873388333333, 'normalized_product': 0.12481772256174764, 'min': 0.0078125}}, {'Captain Phasma': {'avg': 0.498936514025355, 'normalized_product': 0.4989343392381889, 'min': 0.496854782}}, {'Star Wars: The Force Awakens': {'avg': 0.49447260054187503, 'normalized_product': 0.4943727028680635, 'min': 0.470718384}}]}"
"['Wendy Fraser', 'Patrick Swayze']",who sings she's like the wind lyrics,"(["" ['"", 'B', 'ob', ' Dylan', ' s', 'ings', ' ""', 'She', ""'"", 's', ' Like', ' the', ' Wind', '""', ' lyrics', ""']"", '</', 's', '>'], array([-0.70597013,         nan, -0.9972392 , -0.83325708, -0.79678663,
       -0.69314825, -2.61732255, -0.69770084, -0.70150568, -0.6931498 ,
       -0.7874203 , -0.82104436, -0.69320393, -0.76120752, -0.90470045,
       -0.69596257, -0.69345908, -0.69334401, -0.69355472]), [0.4936294555, -0.20947265000000004, 0.368896485, 0.43463134999999997, 0.450775145, 0.4999994635582, 0.07299804999999998, 0.4977283478, 0.4958381655, 0.4999986886978, 0.45501709, 0.439971925, 0.499971628189, 0.46710205, 0.40466308500000003, 0.498594284, 0.49984407425, 0.49990159273, 0.499796271325], ""Bob Dylan sings She's Like the Wind lyrics"")","(None, None, None, '[\'Buffy Saint-Marie sings the lyrics to ""She\'s Like the Wind""]')","(None, None, None, ""['Bob Seger sings She’s like the wind lyrics']"")","(None, None, None, '[\'Bob Dylan sings the lyrics to ""She\'s Like the Wind""]')","(None, None, None, ""['Bob Dylan is the artist who sang the lyrics of She's Like The Wind']"")","(None, None, None, '[\'Chris de Burgh sings the lyrics ""She\'s Like the Wind""\']')",0.59929406150477,0.5103917062282562,0,0.0,"{'avg': 0.38415134455321426, 'normalized_product': 0.0030546552885886307, 'min': -0.20947265000000004, 'concepts': [{'Bob Dylan': {'avg': 0.19801839499999999, 'normalized_product': 5.432609915652752e-11, 'min': -0.20947265000000004}}, {'sings ': {'avg': 0.34125755285273335, 'normalized_product': 0.25433936716502786, 'min': 0.07299804999999998}}, {""She's Like the Wind"": {'avg': 0.47937541359811425, 'normalized_product': 0.4788050412665618, 'min': 0.439971925}}, {'lyrics': {'avg': 0.40466308500000003, 'normalized_product': 0.40466308500000003, 'min': 0.40466308500000003}}]}"
['19 July 1990'],when did marathon change its name to snickers,"(["" ['"", 'The', ' mar', 'athon', ' changed', ' its', ' name', ' to', ' Sn', 'ick', 'ers', ' in', ' ', '1', '9', '9', '7', ""']"", '</', 's', '>'], array([-0.71566131, -2.39618778,         nan, -0.69326675, -0.89270629,
       -0.6942025 , -0.69371335, -0.70061365, -0.8805598 , -0.69617873,
       -0.69322038, -0.71528683, -0.7788056 , -1.00855378, -0.69350964,
               nan,         nan, -0.71775473, -0.69359002, -0.69331015,
       -0.69351513]), [0.4888687135, 0.09106445000000002, -0.05078125, 0.49994021654, 0.4095459, 0.4994726181, 0.49971699715, 0.49628067015, 0.41455078, 0.49848651885, 0.499963402748, 0.489051819, 0.4589538575, 0.36474609999999996, 0.49981880188, -0.008789049999999965, -0.03320310000000004, 0.4878463745, 0.49977862835, 0.49991852045, 0.499816060065], 'The marathon changed its name to Snickers in 1997')","(None, None, None, ""['The New York City Marathon changed its name to the TCS New York City Marathon (Tata Consultancy Services) in 2013']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1989']"")","(None, None, None, ""['The Boston Marathon changed its name to the Snickers Xtra Mile in 2007']"")","(None, None, None, ""['Marathon changed its name to Snickers in 1983']"")","(None, None, None, ""['The marathon in New York changed its name to the New York City Marathon in 1965.']"")",0.9972866654396058,0.5195655226707458,0,0.0,"{'avg': 0.3419333286692, 'normalized_product': 4.853493377803044e-07, 'min': -0.05078125, 'concepts': [{'marathon': {'avg': 0.22457948327, 'normalized_product': 7.070645066328827e-16, 'min': -0.05078125}}, {'name': {'avg': 0.49971699715, 'normalized_product': 0.49971699715, 'min': 0.49971699715}}, {'changed': {'avg': 0.4095459, 'normalized_product': 0.4095459, 'min': 0.4095459}}, {'Snickers': {'avg': 0.471000233866, 'normalized_product': 0.46923434241547896, 'min': 0.41455078}}, {'1997': {'avg': 0.10758464999999999, 'normalized_product': 7.144912024026261e-21, 'min': -0.03320310000000004}}]}"
